,row_id,site,audio_id,seconds,birds,class,predictions
1800,26709_SSW_5,SSW,26709,5,amegfi,other,0.21037525
1801,26709_SSW_10,SSW,26709,10,background,other,0.19955769
1802,26709_SSW_15,SSW,26709,15,background,other,0.2416527
1803,26709_SSW_20,SSW,26709,20,background,other,0.24498738
1804,26709_SSW_25,SSW,26709,25,background,other,0.20622191
1805,26709_SSW_30,SSW,26709,30,background,other,0.18259124
1806,26709_SSW_35,SSW,26709,35,background,other,0.16679002
1807,26709_SSW_40,SSW,26709,40,background,other,0.14491838
1808,26709_SSW_45,SSW,26709,45,background,other,0.147563
1809,26709_SSW_50,SSW,26709,50,background,other,0.16807409
1810,26709_SSW_55,SSW,26709,55,background,other,0.20138624
1811,26709_SSW_60,SSW,26709,60,background,other,0.2079479
1812,26709_SSW_65,SSW,26709,65,background,other,0.23500226
1813,26709_SSW_70,SSW,26709,70,background,other,0.22920956
1814,26709_SSW_75,SSW,26709,75,background,other,0.20985496
1815,26709_SSW_80,SSW,26709,80,background,other,0.238199
1816,26709_SSW_85,SSW,26709,85,background,other,0.2588673
1817,26709_SSW_90,SSW,26709,90,comyel,other,0.30503327
1818,26709_SSW_95,SSW,26709,95,background,other,0.20084661
1819,26709_SSW_100,SSW,26709,100,background,other,0.24963409
1820,26709_SSW_105,SSW,26709,105,comyel,other,0.23913135
1821,26709_SSW_110,SSW,26709,110,comyel,other,0.22439517
1822,26709_SSW_115,SSW,26709,115,background,other,0.21715273
1823,26709_SSW_120,SSW,26709,120,background,other,0.20415679
1824,26709_SSW_125,SSW,26709,125,background,other,0.19807908
1825,26709_SSW_130,SSW,26709,130,background,other,0.20463358
1826,26709_SSW_135,SSW,26709,135,background,other,0.2025712
1827,26709_SSW_140,SSW,26709,140,background,other,0.19373575
1828,26709_SSW_145,SSW,26709,145,background,other,0.18996881
1829,26709_SSW_150,SSW,26709,150,background,other,0.17736253
1830,26709_SSW_155,SSW,26709,155,background,other,0.18619074
1831,26709_SSW_160,SSW,26709,160,background,other,0.2297807
1832,26709_SSW_165,SSW,26709,165,background,other,0.28219184
1833,26709_SSW_170,SSW,26709,170,background,other,0.20919451
1834,26709_SSW_175,SSW,26709,175,background,other,0.26385552
1835,26709_SSW_180,SSW,26709,180,background,other,0.24049252
1836,26709_SSW_185,SSW,26709,185,comyel,other,0.22929713
1837,26709_SSW_190,SSW,26709,190,background,other,0.21775465
1838,26709_SSW_195,SSW,26709,195,background,other,0.23029703
1839,26709_SSW_200,SSW,26709,200,background,other,0.24377847
1840,26709_SSW_205,SSW,26709,205,background,other,0.2585819
1841,26709_SSW_210,SSW,26709,210,background,other,0.26029456
1842,26709_SSW_215,SSW,26709,215,background,other,0.21989644
1843,26709_SSW_220,SSW,26709,220,background,other,0.2116758
1844,26709_SSW_225,SSW,26709,225,background,other,0.2245613
1845,26709_SSW_230,SSW,26709,230,background,other,0.22119033
1846,26709_SSW_235,SSW,26709,235,comyel,other,0.18527655
1847,26709_SSW_240,SSW,26709,240,sonspa,other,0.20658173
1848,26709_SSW_245,SSW,26709,245,comyel,other,0.22575432
1849,26709_SSW_250,SSW,26709,250,sonspa,other,0.2240064
1850,26709_SSW_255,SSW,26709,255,comyel,other,0.20827514
1851,26709_SSW_260,SSW,26709,260,sonspa,other,0.20989946
1852,26709_SSW_265,SSW,26709,265,eastow sonspa,other,0.22203964
1853,26709_SSW_270,SSW,26709,270,comyel sonspa,other,0.22271824
1854,26709_SSW_275,SSW,26709,275,eastow sonspa,other,0.20843253
1855,26709_SSW_280,SSW,26709,280,comyel sonspa,other,0.21270525
1856,26709_SSW_285,SSW,26709,285,eastow sonspa,other,0.16075437
1857,26709_SSW_290,SSW,26709,290,comyel,other,0.20158415
1858,26709_SSW_295,SSW,26709,295,eastow sonspa,other,0.23280346
1859,26709_SSW_300,SSW,26709,300,sonspa,other,0.20152056
1860,26709_SSW_305,SSW,26709,305,comyel sonspa,other,0.23672335
1861,26709_SSW_310,SSW,26709,310,background,other,0.2137468
1862,26709_SSW_315,SSW,26709,315,background,other,0.2305537
1863,26709_SSW_320,SSW,26709,320,background,other,0.23130192
1864,26709_SSW_325,SSW,26709,325,background,other,0.19816278
1865,26709_SSW_330,SSW,26709,330,background,other,0.16507895
1866,26709_SSW_335,SSW,26709,335,background,other,0.16600616
1867,26709_SSW_340,SSW,26709,340,background,other,0.16998462
1868,26709_SSW_345,SSW,26709,345,comyel,other,0.18341753
1869,26709_SSW_350,SSW,26709,350,eastow sonspa,other,0.17150967
1870,26709_SSW_355,SSW,26709,355,comyel eastow,other,0.17819557
1871,26709_SSW_360,SSW,26709,360,eastow,other,0.19617352
1872,26709_SSW_365,SSW,26709,365,eastow,other,0.17908968
1873,26709_SSW_370,SSW,26709,370,comyel sonspa,other,0.18557163
1874,26709_SSW_375,SSW,26709,375,eastow sonspa,other,0.16390042
1875,26709_SSW_380,SSW,26709,380,comyel eastow,other,0.20721593
1876,26709_SSW_385,SSW,26709,385,background,other,0.18826322
1877,26709_SSW_390,SSW,26709,390,comyel eastow,other,0.18644224
1878,26709_SSW_395,SSW,26709,395,eastow,other,0.17603172
1879,26709_SSW_400,SSW,26709,400,background,other,0.23143062
1880,26709_SSW_405,SSW,26709,405,comyel sonspa,other,0.21679355
1881,26709_SSW_410,SSW,26709,410,eastow sonspa,other,0.23176856
1882,26709_SSW_415,SSW,26709,415,comyel,other,0.20245159
