,row_id,site,audio_id,seconds,birds,class,predictions
960,50878_COR_5,COR,50878,5,background,other,0.13822632
961,50878_COR_10,COR,50878,10,background,other,0.13686773
962,50878_COR_15,COR,50878,15,background,other,0.14909412
963,50878_COR_20,COR,50878,20,background,other,0.16835879
964,50878_COR_25,COR,50878,25,background,other,0.1453047
965,50878_COR_30,COR,50878,30,background,other,0.13655244
966,50878_COR_35,COR,50878,35,background,other,0.13794886
967,50878_COR_40,COR,50878,40,background,other,0.12461457
968,50878_COR_45,COR,50878,45,background,other,0.12238045
969,50878_COR_50,COR,50878,50,background,other,0.14381249
970,50878_COR_55,COR,50878,55,background,other,0.13867864
971,50878_COR_60,COR,50878,60,background,other,0.13455316
972,50878_COR_65,COR,50878,65,background,other,0.2564176
973,50878_COR_70,COR,50878,70,background,other,0.14297669
974,50878_COR_75,COR,50878,75,background,other,0.20746662
975,50878_COR_80,COR,50878,80,background,other,0.1386872
976,50878_COR_85,COR,50878,85,background,other,0.12957396
977,50878_COR_90,COR,50878,90,background,other,0.1327052
978,50878_COR_95,COR,50878,95,background,other,0.13207906
979,50878_COR_100,COR,50878,100,background,other,0.13481477
980,50878_COR_105,COR,50878,105,background,other,0.14156476
981,50878_COR_110,COR,50878,110,background,other,0.12537624
982,50878_COR_115,COR,50878,115,background,other,0.12870584
983,50878_COR_120,COR,50878,120,background,other,0.12840027
984,50878_COR_125,COR,50878,125,background,other,0.12438786
985,50878_COR_130,COR,50878,130,background,other,0.13224748
986,50878_COR_135,COR,50878,135,background,other,0.13388418
987,50878_COR_140,COR,50878,140,background,other,0.13673533
988,50878_COR_145,COR,50878,145,background,other,0.1581916
989,50878_COR_150,COR,50878,150,background,other,0.14065586
990,50878_COR_155,COR,50878,155,background,other,0.13054334
991,50878_COR_160,COR,50878,160,background,other,0.14250474
992,50878_COR_165,COR,50878,165,background,other,0.1334734
993,50878_COR_170,COR,50878,170,background,other,0.18188384
994,50878_COR_175,COR,50878,175,background,other,0.14981905
995,50878_COR_180,COR,50878,180,background,other,0.15203911
996,50878_COR_185,COR,50878,185,background,other,0.15856166
997,50878_COR_190,COR,50878,190,background,other,0.14044163
998,50878_COR_195,COR,50878,195,background,other,0.1433102
999,50878_COR_200,COR,50878,200,background,other,0.14159508
1000,50878_COR_205,COR,50878,205,background,other,0.14176917
1001,50878_COR_210,COR,50878,210,background,other,0.14994016
1002,50878_COR_215,COR,50878,215,background,other,0.14932866
1003,50878_COR_220,COR,50878,220,background,other,0.14777885
1004,50878_COR_225,COR,50878,225,background,other,0.14186211
1005,50878_COR_230,COR,50878,230,background,other,0.14535104
1006,50878_COR_235,COR,50878,235,background,other,0.16977787
1007,50878_COR_240,COR,50878,240,background,other,0.16367769
1008,50878_COR_245,COR,50878,245,background,other,0.17449345
1009,50878_COR_250,COR,50878,250,background,other,0.16788383
1010,50878_COR_255,COR,50878,255,background,other,0.16484576
1011,50878_COR_260,COR,50878,260,background,other,0.15482086
1012,50878_COR_265,COR,50878,265,background,other,0.16147602
1013,50878_COR_270,COR,50878,270,background,other,0.16053092
1014,50878_COR_275,COR,50878,275,background,other,0.15690356
1015,50878_COR_280,COR,50878,280,background,other,0.18174186
1016,50878_COR_285,COR,50878,285,background,other,0.25142673
1017,50878_COR_290,COR,50878,290,background,other,0.15186225
1018,50878_COR_295,COR,50878,295,background,other,0.18328494
1019,50878_COR_300,COR,50878,300,background,other,0.14551431
1020,50878_COR_305,COR,50878,305,background,other,0.15184903
1021,50878_COR_310,COR,50878,310,background,other,0.2237374
1022,50878_COR_315,COR,50878,315,background,other,0.17971407
1023,50878_COR_320,COR,50878,320,background,other,0.15369934
1024,50878_COR_325,COR,50878,325,background,other,0.14897907
1025,50878_COR_330,COR,50878,330,background,other,0.1627683
1026,50878_COR_335,COR,50878,335,background,other,0.16375832
1027,50878_COR_340,COR,50878,340,background,other,0.15846348
1028,50878_COR_345,COR,50878,345,background,other,0.15227601
1029,50878_COR_350,COR,50878,350,background,other,0.16000584
1030,50878_COR_355,COR,50878,355,orcpar,other,0.15950328
1031,50878_COR_360,COR,50878,360,orcpar,other,0.20765767
1032,50878_COR_365,COR,50878,365,orcpar,other,0.14725359
1033,50878_COR_370,COR,50878,370,background,other,0.14609845
1034,50878_COR_375,COR,50878,375,background,other,0.13967833
1035,50878_COR_380,COR,50878,380,background,other,0.14255588
1036,50878_COR_385,COR,50878,385,background,other,0.14525555
1037,50878_COR_390,COR,50878,390,background,other,0.15603667
1038,50878_COR_395,COR,50878,395,background,other,0.14432232
1039,50878_COR_400,COR,50878,400,background,other,0.1520739
1040,50878_COR_405,COR,50878,405,background,other,0.14635515
1041,50878_COR_410,COR,50878,410,background,other,0.14474423
1042,50878_COR_415,COR,50878,415,background,other,0.15097234
1043,50878_COR_420,COR,50878,420,background,other,0.15582205
1044,50878_COR_425,COR,50878,425,background,other,0.15231358
1045,50878_COR_430,COR,50878,430,background,other,0.14811638
1046,50878_COR_435,COR,50878,435,background,other,0.16867131
1047,50878_COR_440,COR,50878,440,background,other,0.17596225
1048,50878_COR_445,COR,50878,445,background,other,0.18429409
1049,50878_COR_450,COR,50878,450,background,other,0.15536502
1050,50878_COR_455,COR,50878,455,background,other,0.12113933
1051,50878_COR_460,COR,50878,460,background,other,0.11658817
1052,50878_COR_465,COR,50878,465,background,other,0.106489755
1053,50878_COR_470,COR,50878,470,background,other,0.15453601
1054,50878_COR_475,COR,50878,475,background,other,0.15106104
1055,50878_COR_480,COR,50878,480,background,other,0.14448279
1056,50878_COR_485,COR,50878,485,background,other,0.1820461
1057,50878_COR_490,COR,50878,490,background,other,0.1537145
1058,50878_COR_495,COR,50878,495,background,other,0.15625325
1059,50878_COR_500,COR,50878,500,background,other,0.15374269
1060,50878_COR_505,COR,50878,505,bobfly1,other,0.13369365
1061,50878_COR_510,COR,50878,510,background,other,0.13100621
1062,50878_COR_515,COR,50878,515,background,other,0.14123258
1063,50878_COR_520,COR,50878,520,background,other,0.157767
1064,50878_COR_525,COR,50878,525,background,other,0.16086106
1065,50878_COR_530,COR,50878,530,background,other,0.17222463
1066,50878_COR_535,COR,50878,535,background,other,0.18651207
1067,50878_COR_540,COR,50878,540,background,other,0.1741135
1068,50878_COR_545,COR,50878,545,background,other,0.18025091
