,row_id,site,audio_id,seconds,birds,class,predictions
2160,51010_SSW_5,SSW,51010,5,grycat norfli,other,0.16199753
2161,51010_SSW_10,SSW,51010,10,grycat norfli,other,0.21520588
2162,51010_SSW_15,SSW,51010,15,woothr,other,0.21544275
2163,51010_SSW_20,SSW,51010,20,norfli,other,0.21361487
2164,51010_SSW_25,SSW,51010,25,norfli,other,0.21596101
2165,51010_SSW_30,SSW,51010,30,background,other,0.19049187
2166,51010_SSW_35,SSW,51010,35,rewbla,other,0.19828486
2167,51010_SSW_40,SSW,51010,40,background,other,0.19017218
2168,51010_SSW_45,SSW,51010,45,norfli,other,0.22024123
2169,51010_SSW_50,SSW,51010,50,norfli,other,0.20332554
2170,51010_SSW_55,SSW,51010,55,background,other,0.22312449
2171,51010_SSW_60,SSW,51010,60,rewbla,other,0.21335973
2172,51010_SSW_65,SSW,51010,65,balori,other,0.20704605
2173,51010_SSW_70,SSW,51010,70,blujay,other,0.19783935
2174,51010_SSW_75,SSW,51010,75,blujay,other,0.19285035
2175,51010_SSW_80,SSW,51010,80,rewbla,other,0.19366558
2176,51010_SSW_85,SSW,51010,85,rewbla,other,0.219305
2177,51010_SSW_90,SSW,51010,90,background,other,0.2320225
2178,51010_SSW_95,SSW,51010,95,background,other,0.21087404
2179,51010_SSW_100,SSW,51010,100,woothr,other,0.21367264
2180,51010_SSW_105,SSW,51010,105,rewbla,other,0.19814597
2181,51010_SSW_110,SSW,51010,110,background,other,0.20796397
2182,51010_SSW_115,SSW,51010,115,norcar,other,0.20636791
2183,51010_SSW_120,SSW,51010,120,balori norcar,other,0.1828729
2184,51010_SSW_125,SSW,51010,125,norcar,other,0.19815554
2185,51010_SSW_130,SSW,51010,130,norcar rewbla,other,0.17973529
2186,51010_SSW_135,SSW,51010,135,rewbla,other,0.1807478
2187,51010_SSW_140,SSW,51010,140,rewbla,other,0.19305713
2188,51010_SSW_145,SSW,51010,145,background,other,0.22491424
2189,51010_SSW_150,SSW,51010,150,rewbla,other,0.206572
2190,51010_SSW_155,SSW,51010,155,rewbla,other,0.20726201
2191,51010_SSW_160,SSW,51010,160,balori rewbla,other,0.17311172
2192,51010_SSW_165,SSW,51010,165,rewbla,other,0.22027124
2193,51010_SSW_170,SSW,51010,170,rewbla,other,0.20459884
2194,51010_SSW_175,SSW,51010,175,rewbla,other,0.19451796
2195,51010_SSW_180,SSW,51010,180,background,other,0.21371366
2196,51010_SSW_185,SSW,51010,185,background,other,0.22340834
2197,51010_SSW_190,SSW,51010,190,rewbla,other,0.21344559
2198,51010_SSW_195,SSW,51010,195,background,other,0.22662683
2199,51010_SSW_200,SSW,51010,200,background,other,0.23274995
2200,51010_SSW_205,SSW,51010,205,rebwoo,other,0.21613167
2201,51010_SSW_210,SSW,51010,210,background,other,0.17369317
2202,51010_SSW_215,SSW,51010,215,background,other,0.22711626
2203,51010_SSW_220,SSW,51010,220,blujay,other,0.22939718
2204,51010_SSW_225,SSW,51010,225,background,other,0.22336794
2205,51010_SSW_230,SSW,51010,230,background,other,0.20697501
2206,51010_SSW_235,SSW,51010,235,background,other,0.21661168
2207,51010_SSW_240,SSW,51010,240,background,other,0.22656229
2208,51010_SSW_245,SSW,51010,245,rebwoo,other,0.22095902
2209,51010_SSW_250,SSW,51010,250,background,other,0.2313662
2210,51010_SSW_255,SSW,51010,255,background,other,0.23355317
2211,51010_SSW_260,SSW,51010,260,background,other,0.2193989
2212,51010_SSW_265,SSW,51010,265,balori haiwoo,other,0.21622452
2213,51010_SSW_270,SSW,51010,270,background,other,0.23058325
2214,51010_SSW_275,SSW,51010,275,balori,other,0.17913519
2215,51010_SSW_280,SSW,51010,280,rebwoo,other,0.21772656
2216,51010_SSW_285,SSW,51010,285,balori rebwoo,other,0.15628271
2217,51010_SSW_290,SSW,51010,290,balori comgra,other,0.20647043
2218,51010_SSW_295,SSW,51010,295,balori rewbla,other,0.17720301
2219,51010_SSW_300,SSW,51010,300,balori,other,0.19873233
2220,51010_SSW_305,SSW,51010,305,balori,other,0.16349182
2221,51010_SSW_310,SSW,51010,310,balori,other,0.17421463
2222,51010_SSW_315,SSW,51010,315,background,other,0.22227979
2223,51010_SSW_320,SSW,51010,320,balori,other,0.18313204
2224,51010_SSW_325,SSW,51010,325,balori,other,0.18097222
2225,51010_SSW_330,SSW,51010,330,balori,other,0.2150221
2226,51010_SSW_335,SSW,51010,335,balori,other,0.2105924
2227,51010_SSW_340,SSW,51010,340,balori grycat,other,0.19718577
2228,51010_SSW_345,SSW,51010,345,grycat,other,0.20693235
2229,51010_SSW_350,SSW,51010,350,rewbla,other,0.19814263
2230,51010_SSW_355,SSW,51010,355,sonspa,other,0.21320975
2231,51010_SSW_360,SSW,51010,360,balori,other,0.19066155
2232,51010_SSW_365,SSW,51010,365,grycat,other,0.188975
2233,51010_SSW_370,SSW,51010,370,grycat,other,0.20768082
2234,51010_SSW_375,SSW,51010,375,balori grycat,other,0.17987703
2235,51010_SSW_380,SSW,51010,380,grycat,other,0.19546278
2236,51010_SSW_385,SSW,51010,385,balori grycat,other,0.1955094
2237,51010_SSW_390,SSW,51010,390,balori grycat,other,0.14381513
2238,51010_SSW_395,SSW,51010,395,balori grycat,other,0.22251728
2239,51010_SSW_400,SSW,51010,400,balori grycat,other,0.12263479
2240,51010_SSW_405,SSW,51010,405,grycat,other,0.21933286
2241,51010_SSW_410,SSW,51010,410,balori grycat,other,0.21398082
2242,51010_SSW_415,SSW,51010,415,grycat,other,0.21925366
2243,51010_SSW_420,SSW,51010,420,balori grycat,other,0.18223098
2244,51010_SSW_425,SSW,51010,425,balori grycat,other,0.2002867
2245,51010_SSW_430,SSW,51010,430,balori grycat,other,0.18896714
2246,51010_SSW_435,SSW,51010,435,balori grycat,other,0.19867294
2247,51010_SSW_440,SSW,51010,440,balori grycat,other,0.17100185
2248,51010_SSW_445,SSW,51010,445,balori grycat,other,0.18588956
2249,51010_SSW_450,SSW,51010,450,grycat,other,0.2236486
2250,51010_SSW_455,SSW,51010,455,balori grycat sonspa,other,0.21636818
2251,51010_SSW_460,SSW,51010,460,balori grycat sonspa,other,0.20358688
2252,51010_SSW_465,SSW,51010,465,balori,other,0.21513818
2253,51010_SSW_470,SSW,51010,470,background,other,0.22992522
2254,51010_SSW_475,SSW,51010,475,background,other,0.22155602
2255,51010_SSW_480,SSW,51010,480,background,other,0.22457367
2256,51010_SSW_485,SSW,51010,485,background,other,0.22897208
2257,51010_SSW_490,SSW,51010,490,background,other,0.2295656
2258,51010_SSW_495,SSW,51010,495,bkcchi,other,0.22670868
2259,51010_SSW_500,SSW,51010,500,balori bkcchi,other,0.2161386
2260,51010_SSW_505,SSW,51010,505,balori bkcchi,other,0.217913
2261,51010_SSW_510,SSW,51010,510,balori bkcchi,other,0.21834804
2262,51010_SSW_515,SSW,51010,515,balori bkcchi,other,0.20660625
2263,51010_SSW_520,SSW,51010,520,balori bkcchi,other,0.21306773
2264,51010_SSW_525,SSW,51010,525,bkcchi,other,0.23025338
2265,51010_SSW_530,SSW,51010,530,bkcchi,other,0.2214607
2266,51010_SSW_535,SSW,51010,535,balori bkcchi,other,0.18993084
2267,51010_SSW_540,SSW,51010,540,bkcchi rebwoo,other,0.19868755
2268,51010_SSW_545,SSW,51010,545,bkcchi,other,0.19273013
2269,51010_SSW_550,SSW,51010,550,balori bkcchi,other,0.17982654
2270,51010_SSW_555,SSW,51010,555,bkcchi,other,0.19111528
2271,51010_SSW_560,SSW,51010,560,bkcchi,other,0.22294125
2272,51010_SSW_565,SSW,51010,565,bkcchi norcar,other,0.21648522
2273,51010_SSW_570,SSW,51010,570,bkcchi norcar,other,0.2139148
2274,51010_SSW_575,SSW,51010,575,norcar,other,0.227029
2275,51010_SSW_580,SSW,51010,580,bkcchi,other,0.22653776
2276,51010_SSW_585,SSW,51010,585,balori,other,0.20965846
2277,51010_SSW_590,SSW,51010,590,background,other,0.22941075
2278,51010_SSW_595,SSW,51010,595,bkcchi,other,0.19193143
2279,51010_SSW_600,SSW,51010,600,bkcchi,other,0.17423874
