,row_id,site,audio_id,seconds,birds,class,predictions
1680,20152_SSW_5,SSW,20152,5,background,other,0.22480708
1681,20152_SSW_10,SSW,20152,10,background,other,0.22597274
1682,20152_SSW_15,SSW,20152,15,background,other,0.21667568
1683,20152_SSW_20,SSW,20152,20,background,other,0.22979438
1684,20152_SSW_25,SSW,20152,25,background,other,0.23388632
1685,20152_SSW_30,SSW,20152,30,background,other,0.22737017
1686,20152_SSW_35,SSW,20152,35,background,other,0.22840126
1687,20152_SSW_40,SSW,20152,40,background,other,0.22944336
1688,20152_SSW_45,SSW,20152,45,background,other,0.2193894
1689,20152_SSW_50,SSW,20152,50,background,other,0.23152633
1690,20152_SSW_55,SSW,20152,55,background,other,0.23223065
1691,20152_SSW_60,SSW,20152,60,background,other,0.22866789
1692,20152_SSW_65,SSW,20152,65,background,other,0.22666602
1693,20152_SSW_70,SSW,20152,70,background,other,0.23142947
1694,20152_SSW_75,SSW,20152,75,background,other,0.2175024
1695,20152_SSW_80,SSW,20152,80,background,other,0.21070509
1696,20152_SSW_85,SSW,20152,85,background,other,0.2323069
1697,20152_SSW_90,SSW,20152,90,background,other,0.22842589
1698,20152_SSW_95,SSW,20152,95,background,other,0.20820554
1699,20152_SSW_100,SSW,20152,100,background,other,0.21671651
1700,20152_SSW_105,SSW,20152,105,background,other,0.21600345
1701,20152_SSW_110,SSW,20152,110,background,other,0.21895438
1702,20152_SSW_115,SSW,20152,115,background,other,0.21619816
1703,20152_SSW_120,SSW,20152,120,background,other,0.21983366
1704,20152_SSW_125,SSW,20152,125,background,other,0.21086021
1705,20152_SSW_130,SSW,20152,130,background,other,0.21601987
1706,20152_SSW_135,SSW,20152,135,background,other,0.20909241
1707,20152_SSW_140,SSW,20152,140,background,other,0.21210223
1708,20152_SSW_145,SSW,20152,145,background,other,0.21523277
1709,20152_SSW_150,SSW,20152,150,background,other,0.2215259
1710,20152_SSW_155,SSW,20152,155,background,other,0.21704547
1711,20152_SSW_160,SSW,20152,160,background,other,0.23849393
1712,20152_SSW_165,SSW,20152,165,background,other,0.2240165
1713,20152_SSW_170,SSW,20152,170,background,other,0.21394452
1714,20152_SSW_175,SSW,20152,175,background,other,0.22452082
1715,20152_SSW_180,SSW,20152,180,background,other,0.2394846
1716,20152_SSW_185,SSW,20152,185,background,other,0.23241203
1717,20152_SSW_190,SSW,20152,190,background,other,0.21732287
1718,20152_SSW_195,SSW,20152,195,background,other,0.2283578
