,row_id,site,audio_id,seconds,birds,class,predictions
600,26746_COR_5,COR,26746,5,bobfly1,other,0.17817587
601,26746_COR_10,COR,26746,10,bobfly1,other,0.18488204
602,26746_COR_15,COR,26746,15,bobfly1,other,0.17998876
603,26746_COR_20,COR,26746,20,background,other,0.16217601
604,26746_COR_25,COR,26746,25,background,other,0.17282686
605,26746_COR_30,COR,26746,30,bobfly1,other,0.11062514
606,26746_COR_35,COR,26746,35,bobfly1,other,0.11991924
607,26746_COR_40,COR,26746,40,bobfly1 rucwar,target,0.050375395
608,26746_COR_45,COR,26746,45,rucwar,target,0.09345142
609,26746_COR_50,COR,26746,50,rucwar,target,0.1271892
610,26746_COR_55,COR,26746,55,bobfly1 rucwar,target,0.1431419
611,26746_COR_60,COR,26746,60,bobfly1,other,0.16163039
612,26746_COR_65,COR,26746,65,bobfly1,other,0.15386629
613,26746_COR_70,COR,26746,70,bobfly1 rucwar,target,0.1925949
614,26746_COR_75,COR,26746,75,rucwar,target,0.17779414
615,26746_COR_80,COR,26746,80,rucwar,target,0.19774118
616,26746_COR_85,COR,26746,85,background,other,0.19043371
617,26746_COR_90,COR,26746,90,rucwar,target,0.17582887
618,26746_COR_95,COR,26746,95,background,other,0.22179484
619,26746_COR_100,COR,26746,100,background,other,0.19704917
620,26746_COR_105,COR,26746,105,rucwar,target,0.19781283
621,26746_COR_110,COR,26746,110,bobfly1,other,0.19565457
622,26746_COR_115,COR,26746,115,bobfly1 rucwar,target,0.18365705
623,26746_COR_120,COR,26746,120,bobfly1,other,0.16493921
624,26746_COR_125,COR,26746,125,bobfly1,other,0.15123089
625,26746_COR_130,COR,26746,130,bobfly1,other,0.22226113
626,26746_COR_135,COR,26746,135,bobfly1,other,0.17556599
627,26746_COR_140,COR,26746,140,bobfly1,other,0.19241309
628,26746_COR_145,COR,26746,145,rucwar,target,0.18366638
629,26746_COR_150,COR,26746,150,rucwar,target,0.17685217
630,26746_COR_155,COR,26746,155,rucwar,target,0.1819154
631,26746_COR_160,COR,26746,160,rucwar,target,0.18126228
632,26746_COR_165,COR,26746,165,rucwar,target,0.17799778
633,26746_COR_170,COR,26746,170,background,other,0.16431957
634,26746_COR_175,COR,26746,175,rucwar,target,0.1617553
635,26746_COR_180,COR,26746,180,rucwar,target,0.1766804
636,26746_COR_185,COR,26746,185,rucwar,target,0.19469619
637,26746_COR_190,COR,26746,190,rucwar,target,0.18416373
638,26746_COR_195,COR,26746,195,rucwar,target,0.17968908
639,26746_COR_200,COR,26746,200,rucwar,target,0.18680426
640,26746_COR_205,COR,26746,205,rucwar,target,0.20243545
641,26746_COR_210,COR,26746,210,rucwar,target,0.18364988
642,26746_COR_215,COR,26746,215,background,other,0.1893429
643,26746_COR_220,COR,26746,220,background,other,0.18436696
644,26746_COR_225,COR,26746,225,hofwoo1,other,0.16801609
645,26746_COR_230,COR,26746,230,background,other,0.17065829
