,row_id,site,audio_id,seconds,birds,class,predictions
1560,14473_SSW_5,SSW,14473,5,background,other,0.54329586
1561,14473_SSW_10,SSW,14473,10,background,other,0.5612974
1562,14473_SSW_15,SSW,14473,15,background,other,0.56560427
1563,14473_SSW_20,SSW,14473,20,background,other,0.56485367
1564,14473_SSW_25,SSW,14473,25,background,other,0.53514415
1565,14473_SSW_30,SSW,14473,30,background,other,0.54639125
1566,14473_SSW_35,SSW,14473,35,background,other,0.55651766
1567,14473_SSW_40,SSW,14473,40,background,other,0.5747239
1568,14473_SSW_45,SSW,14473,45,background,other,0.5622896
1569,14473_SSW_50,SSW,14473,50,background,other,0.56795436
1570,14473_SSW_55,SSW,14473,55,background,other,0.54845285
1571,14473_SSW_60,SSW,14473,60,background,other,0.56547666
1572,14473_SSW_65,SSW,14473,65,background,other,0.5666394
1573,14473_SSW_70,SSW,14473,70,background,other,0.55921626
1574,14473_SSW_75,SSW,14473,75,background,other,0.5677148
1575,14473_SSW_80,SSW,14473,80,background,other,0.542516
1576,14473_SSW_85,SSW,14473,85,background,other,0.56734014
1577,14473_SSW_90,SSW,14473,90,background,other,0.53705806
1578,14473_SSW_95,SSW,14473,95,background,other,0.55164444
1579,14473_SSW_100,SSW,14473,100,background,other,0.56797004
1580,14473_SSW_105,SSW,14473,105,background,other,0.5572392
1581,14473_SSW_110,SSW,14473,110,background,other,0.5419783
1582,14473_SSW_115,SSW,14473,115,background,other,0.5402445
1583,14473_SSW_120,SSW,14473,120,background,other,0.562912
1584,14473_SSW_125,SSW,14473,125,background,other,0.56617355
1585,14473_SSW_130,SSW,14473,130,background,other,0.56056005
1586,14473_SSW_135,SSW,14473,135,background,other,0.5679864
1587,14473_SSW_140,SSW,14473,140,background,other,0.57446903
1588,14473_SSW_145,SSW,14473,145,background,other,0.56189895
1589,14473_SSW_150,SSW,14473,150,background,other,0.5516249
1590,14473_SSW_155,SSW,14473,155,background,other,0.56127805
1591,14473_SSW_160,SSW,14473,160,background,other,0.55776834
1592,14473_SSW_165,SSW,14473,165,background,other,0.550267
1593,14473_SSW_170,SSW,14473,170,background,other,0.55218565
1594,14473_SSW_175,SSW,14473,175,background,other,0.5145381
1595,14473_SSW_180,SSW,14473,180,background,other,0.51259995
1596,14473_SSW_185,SSW,14473,185,background,other,0.5043571
1597,14473_SSW_190,SSW,14473,190,background,other,0.51417226
1598,14473_SSW_195,SSW,14473,195,background,other,0.51972854
1599,14473_SSW_200,SSW,14473,200,background,other,0.5303327
1600,14473_SSW_205,SSW,14473,205,background,other,0.5326047
1601,14473_SSW_210,SSW,14473,210,background,other,0.54231745
1602,14473_SSW_215,SSW,14473,215,background,other,0.55292875
1603,14473_SSW_220,SSW,14473,220,background,other,0.55622905
1604,14473_SSW_225,SSW,14473,225,background,other,0.5337964
1605,14473_SSW_230,SSW,14473,230,background,other,0.5598794
1606,14473_SSW_235,SSW,14473,235,background,other,0.5411521
1607,14473_SSW_240,SSW,14473,240,background,other,0.5493726
1608,14473_SSW_245,SSW,14473,245,background,other,0.5526496
1609,14473_SSW_250,SSW,14473,250,background,other,0.53892314
1610,14473_SSW_255,SSW,14473,255,background,other,0.55222744
1611,14473_SSW_260,SSW,14473,260,background,other,0.56111884
1612,14473_SSW_265,SSW,14473,265,background,other,0.56471694
1613,14473_SSW_270,SSW,14473,270,background,other,0.56319195
