,row_id,site,audio_id,seconds,birds,class,predictions
1200,2782_SSW_5,SSW,2782,5,bkcchi grycat reevir1,other,0.49291533
1201,2782_SSW_10,SSW,2782,10,eawpew grycat reevir1,other,0.55762804
1202,2782_SSW_15,SSW,2782,15,bkcchi eawpew grycat reevir1,other,0.50683314
1203,2782_SSW_20,SSW,2782,20,eawpew grycat reevir1,other,0.41366252
1204,2782_SSW_25,SSW,2782,25,eawpew grycat reevir1,other,0.5168412
1205,2782_SSW_30,SSW,2782,30,bkcchi reevir1,other,0.45278755
1206,2782_SSW_35,SSW,2782,35,eawpew grycat reevir1,other,0.46103448
1207,2782_SSW_40,SSW,2782,40,bkcchi eawpew grycat reevir1,other,0.44002223
1208,2782_SSW_45,SSW,2782,45,eawpew reevir1,other,0.49119055
1209,2782_SSW_50,SSW,2782,50,bkcchi eawpew reevir1,other,0.5011725
1210,2782_SSW_55,SSW,2782,55,bkcchi eawpew reevir1,other,0.5242832
1211,2782_SSW_60,SSW,2782,60,bkcchi eawpew reevir1,other,0.4627549
1212,2782_SSW_65,SSW,2782,65,bkcchi eawpew reevir1,other,0.42060837
1213,2782_SSW_70,SSW,2782,70,eawpew reevir1,other,0.4693125
1214,2782_SSW_75,SSW,2782,75,bkcchi eawpew grycat reevir1,other,0.4316193
1215,2782_SSW_80,SSW,2782,80,eawpew grycat reevir1,other,0.46336666
1216,2782_SSW_85,SSW,2782,85,grycat reevir1,other,0.44569322
1217,2782_SSW_90,SSW,2782,90,eawpew grycat reevir1,other,0.4228357
1218,2782_SSW_95,SSW,2782,95,eawpew grycat reevir1,other,0.41213074
1219,2782_SSW_100,SSW,2782,100,bkcchi reevir1,other,0.38763252
1220,2782_SSW_105,SSW,2782,105,eawpew reevir1,other,0.48047924
1221,2782_SSW_110,SSW,2782,110,bkcchi eawpew reevir1,other,0.47312775
1222,2782_SSW_115,SSW,2782,115,eawpew reevir1,other,0.47832873
1223,2782_SSW_120,SSW,2782,120,reevir1,other,0.5031823
1224,2782_SSW_125,SSW,2782,125,bkcchi eawpew reevir1,other,0.49606243
1225,2782_SSW_130,SSW,2782,130,grycat reevir1,other,0.50764096
1226,2782_SSW_135,SSW,2782,135,eawpew grycat reevir1,other,0.46212226
1227,2782_SSW_140,SSW,2782,140,eawpew grycat reevir1,other,0.4807955
1228,2782_SSW_145,SSW,2782,145,eawpew reevir1,other,0.45655072
1229,2782_SSW_150,SSW,2782,150,reevir1,other,0.4449074
1230,2782_SSW_155,SSW,2782,155,eawpew reevir1,other,0.4693324
1231,2782_SSW_160,SSW,2782,160,eawpew reevir1,other,0.4398256
1232,2782_SSW_165,SSW,2782,165,reevir1,other,0.4646923
1233,2782_SSW_170,SSW,2782,170,eawpew reevir1,other,0.4843341
1234,2782_SSW_175,SSW,2782,175,eawpew reevir1,other,0.5007161
1235,2782_SSW_180,SSW,2782,180,reevir1,other,0.51827675
1236,2782_SSW_185,SSW,2782,185,eawpew grycat reevir1,other,0.47237122
1237,2782_SSW_190,SSW,2782,190,eawpew grycat reevir1,other,0.5207712
1238,2782_SSW_195,SSW,2782,195,grycat reevir1,other,0.420975
1239,2782_SSW_200,SSW,2782,200,eawpew grycat reevir1,other,0.47888306
1240,2782_SSW_205,SSW,2782,205,grycat reevir1,other,0.4692769
1241,2782_SSW_210,SSW,2782,210,eawpew grycat reevir1,other,0.48072836
1242,2782_SSW_215,SSW,2782,215,grycat reevir1,other,0.46439147
1243,2782_SSW_220,SSW,2782,220,eawpew grycat reevir1,other,0.42232773
1244,2782_SSW_225,SSW,2782,225,eawpew grycat reevir1,other,0.46503344
1245,2782_SSW_230,SSW,2782,230,chswar eawpew grycat reevir1,other,0.5235358
1246,2782_SSW_235,SSW,2782,235,grycat reevir1,other,0.5341672
1247,2782_SSW_240,SSW,2782,240,chswar eawpew reevir1,other,0.5011832
1248,2782_SSW_245,SSW,2782,245,grycat reevir1,other,0.42006657
1249,2782_SSW_250,SSW,2782,250,eawpew grycat reevir1,other,0.5387319
1250,2782_SSW_255,SSW,2782,255,grycat reevir1,other,0.50628525
1251,2782_SSW_260,SSW,2782,260,grycat reevir1,other,0.51219046
1252,2782_SSW_265,SSW,2782,265,eawpew reevir1,other,0.45295697
1253,2782_SSW_270,SSW,2782,270,eawpew reevir1,other,0.47159618
1254,2782_SSW_275,SSW,2782,275,bkcchi grycat reevir1,other,0.54116845
1255,2782_SSW_280,SSW,2782,280,eawpew reevir1,other,0.44077262
1256,2782_SSW_285,SSW,2782,285,reevir1,other,0.44488823
1257,2782_SSW_290,SSW,2782,290,eawpew reevir1,other,0.42440167
1258,2782_SSW_295,SSW,2782,295,reevir1,other,0.46619716
1259,2782_SSW_300,SSW,2782,300,eawpew reevir1,other,0.4375191
1260,2782_SSW_305,SSW,2782,305,eawpew reevir1,other,0.4586205
1261,2782_SSW_310,SSW,2782,310,bkcchi reevir1,other,0.48492086
1262,2782_SSW_315,SSW,2782,315,eawpew reevir1,other,0.4835789
1263,2782_SSW_320,SSW,2782,320,reevir1,other,0.4499269
1264,2782_SSW_325,SSW,2782,325,eawpew reevir1,other,0.4511714
1265,2782_SSW_330,SSW,2782,330,reevir1,other,0.5177069
1266,2782_SSW_335,SSW,2782,335,eawpew reevir1,other,0.54026276
1267,2782_SSW_340,SSW,2782,340,reevir1,other,0.49241334
1268,2782_SSW_345,SSW,2782,345,eawpew reevir1,other,0.49544364
1269,2782_SSW_350,SSW,2782,350,reevir1,other,0.48936495
1270,2782_SSW_355,SSW,2782,355,eawpew reevir1,other,0.52276504
1271,2782_SSW_360,SSW,2782,360,reevir1,other,0.42105344
1272,2782_SSW_365,SSW,2782,365,eawpew reevir1,other,0.45669955
1273,2782_SSW_370,SSW,2782,370,reevir1,other,0.45527795
1274,2782_SSW_375,SSW,2782,375,reevir1,other,0.4595152
1275,2782_SSW_380,SSW,2782,380,reevir1,other,0.43853986
