,row_id,site,audio_id,seconds,birds,class,predictions
2040,42907_SSW_5,SSW,42907,5,reevir1,other,0.56034696
2041,42907_SSW_10,SSW,42907,10,reevir1,other,0.55619913
2042,42907_SSW_15,SSW,42907,15,reevir1,other,0.5620225
2043,42907_SSW_20,SSW,42907,20,reevir1,other,0.5694293
2044,42907_SSW_25,SSW,42907,25,reevir1,other,0.54936665
2045,42907_SSW_30,SSW,42907,30,reevir1,other,0.57068187
2046,42907_SSW_35,SSW,42907,35,reevir1,other,0.5506459
2047,42907_SSW_40,SSW,42907,40,reevir1,other,0.5546309
2048,42907_SSW_45,SSW,42907,45,reevir1,other,0.578224
2049,42907_SSW_50,SSW,42907,50,reevir1,other,0.5710055
2050,42907_SSW_55,SSW,42907,55,reevir1,other,0.5726438
2051,42907_SSW_60,SSW,42907,60,reevir1,other,0.5700141
2052,42907_SSW_65,SSW,42907,65,reevir1,other,0.56158245
2053,42907_SSW_70,SSW,42907,70,reevir1,other,0.5542681
2054,42907_SSW_75,SSW,42907,75,reevir1,other,0.56555647
2055,42907_SSW_80,SSW,42907,80,reevir1,other,0.56041914
2056,42907_SSW_85,SSW,42907,85,reevir1,other,0.56319946
2057,42907_SSW_90,SSW,42907,90,reevir1,other,0.5688756
2058,42907_SSW_95,SSW,42907,95,reevir1,other,0.5621307
2059,42907_SSW_100,SSW,42907,100,reevir1,other,0.5489856
2060,42907_SSW_105,SSW,42907,105,reevir1,other,0.54462963
2061,42907_SSW_110,SSW,42907,110,reevir1,other,0.5373882
2062,42907_SSW_115,SSW,42907,115,reevir1,other,0.54265064
2063,42907_SSW_120,SSW,42907,120,reevir1,other,0.5486703
2064,42907_SSW_125,SSW,42907,125,reevir1,other,0.5470109
2065,42907_SSW_130,SSW,42907,130,reevir1,other,0.5561434
2066,42907_SSW_135,SSW,42907,135,reevir1,other,0.55324304
2067,42907_SSW_140,SSW,42907,140,background,other,0.5659061
2068,42907_SSW_145,SSW,42907,145,background,other,0.5466295
2069,42907_SSW_150,SSW,42907,150,background,other,0.55519783
2070,42907_SSW_155,SSW,42907,155,reevir1,other,0.56374836
2071,42907_SSW_160,SSW,42907,160,reevir1,other,0.5670739
2072,42907_SSW_165,SSW,42907,165,background,other,0.56663
2073,42907_SSW_170,SSW,42907,170,reevir1,other,0.56082815
2074,42907_SSW_175,SSW,42907,175,reevir1,other,0.5625259
2075,42907_SSW_180,SSW,42907,180,background,other,0.5729035
2076,42907_SSW_185,SSW,42907,185,reevir1,other,0.5791458
2077,42907_SSW_190,SSW,42907,190,background,other,0.57690156
2078,42907_SSW_195,SSW,42907,195,reevir1,other,0.56607187
2079,42907_SSW_200,SSW,42907,200,reevir1,other,0.5594527
2080,42907_SSW_205,SSW,42907,205,background,other,0.5673602
2081,42907_SSW_210,SSW,42907,210,background,other,0.5671199
2082,42907_SSW_215,SSW,42907,215,background,other,0.5567924
2083,42907_SSW_220,SSW,42907,220,background,other,0.5710716
2084,42907_SSW_225,SSW,42907,225,bkcchi,other,0.5730268
2085,42907_SSW_230,SSW,42907,230,bkcchi,other,0.5750333
2086,42907_SSW_235,SSW,42907,235,background,other,0.5697189
2087,42907_SSW_240,SSW,42907,240,bkcchi,other,0.56143117
2088,42907_SSW_245,SSW,42907,245,background,other,0.57953894
2089,42907_SSW_250,SSW,42907,250,background,other,0.58491236
