,row_id,site,audio_id,seconds,birds,class,predictions
840,44957_COR_5,COR,44957,5,background,other,0.5369472
841,44957_COR_10,COR,44957,10,bobfly1,other,0.553232
842,44957_COR_15,COR,44957,15,background,other,0.53821856
843,44957_COR_20,COR,44957,20,bobfly1,other,0.5508984
844,44957_COR_25,COR,44957,25,bobfly1,other,0.5494865
845,44957_COR_30,COR,44957,30,bobfly1,other,0.5353877
846,44957_COR_35,COR,44957,35,bobfly1,other,0.5270452
847,44957_COR_40,COR,44957,40,bobfly1,other,0.5279063
848,44957_COR_45,COR,44957,45,bobfly1,other,0.5437362
849,44957_COR_50,COR,44957,50,bobfly1,other,0.5484066
850,44957_COR_55,COR,44957,55,bobfly1,other,0.53920525
851,44957_COR_60,COR,44957,60,bobfly1,other,0.54925793
852,44957_COR_65,COR,44957,65,bobfly1,other,0.5106773
853,44957_COR_70,COR,44957,70,bobfly1,other,0.550415
854,44957_COR_75,COR,44957,75,bobfly1,other,0.5141208
855,44957_COR_80,COR,44957,80,bobfly1,other,0.53018963
856,44957_COR_85,COR,44957,85,bobfly1,other,0.53317714
857,44957_COR_90,COR,44957,90,background,other,0.5461474
858,44957_COR_95,COR,44957,95,bobfly1,other,0.51936823
859,44957_COR_100,COR,44957,100,bobfly1,other,0.53811514
860,44957_COR_105,COR,44957,105,background,other,0.5343007
861,44957_COR_110,COR,44957,110,bobfly1,other,0.5444423
862,44957_COR_115,COR,44957,115,grekis,other,0.5387257
863,44957_COR_120,COR,44957,120,grekis,other,0.5437918
864,44957_COR_125,COR,44957,125,background,other,0.5503751
865,44957_COR_130,COR,44957,130,background,other,0.5459432
866,44957_COR_135,COR,44957,135,background,other,0.5543529
867,44957_COR_140,COR,44957,140,background,other,0.5568517
868,44957_COR_145,COR,44957,145,background,other,0.5516452
869,44957_COR_150,COR,44957,150,background,other,0.5452522
870,44957_COR_155,COR,44957,155,background,other,0.54821485
871,44957_COR_160,COR,44957,160,background,other,0.5568158
872,44957_COR_165,COR,44957,165,background,other,0.55095786
873,44957_COR_170,COR,44957,170,background,other,0.54348385
874,44957_COR_175,COR,44957,175,background,other,0.5443792
875,44957_COR_180,COR,44957,180,background,other,0.5508905
876,44957_COR_185,COR,44957,185,background,other,0.5252701
877,44957_COR_190,COR,44957,190,plawre1,other,0.5153537
878,44957_COR_195,COR,44957,195,plawre1,other,0.52071553
879,44957_COR_200,COR,44957,200,bobfly1 plawre1,other,0.5461986
880,44957_COR_205,COR,44957,205,bobfly1 plawre1,other,0.50847816
881,44957_COR_210,COR,44957,210,bobfly1 plawre1,other,0.5479287
882,44957_COR_215,COR,44957,215,bobfly1 plawre1,other,0.55013174
883,44957_COR_220,COR,44957,220,bobfly1 plawre1,other,0.5511538
884,44957_COR_225,COR,44957,225,background,other,0.5217015
885,44957_COR_230,COR,44957,230,plawre1,other,0.54259264
886,44957_COR_235,COR,44957,235,bobfly1 plawre1,other,0.54672503
887,44957_COR_240,COR,44957,240,bobfly1,other,0.5139171
888,44957_COR_245,COR,44957,245,background,other,0.53434217
889,44957_COR_250,COR,44957,250,plawre1,other,0.5057656
890,44957_COR_255,COR,44957,255,bobfly1 plawre1,other,0.53534675
891,44957_COR_260,COR,44957,260,bobfly1,other,0.5417275
892,44957_COR_265,COR,44957,265,bobfly1,other,0.528241
893,44957_COR_270,COR,44957,270,bobfly1,other,0.48952362
894,44957_COR_275,COR,44957,275,bobfly1,other,0.5211472
895,44957_COR_280,COR,44957,280,bobfly1 plawre1,other,0.50926626
896,44957_COR_285,COR,44957,285,bobfly1,other,0.5445665
897,44957_COR_290,COR,44957,290,bobfly1,other,0.5403238
898,44957_COR_295,COR,44957,295,bobfly1,other,0.5500178
899,44957_COR_300,COR,44957,300,bobfly1,other,0.533112
900,44957_COR_305,COR,44957,305,bobfly1,other,0.5499321
901,44957_COR_310,COR,44957,310,bobfly1,other,0.51329905
902,44957_COR_315,COR,44957,315,bobfly1,other,0.5411311
903,44957_COR_320,COR,44957,320,bobfly1,other,0.54116684
904,44957_COR_325,COR,44957,325,background,other,0.5391067
905,44957_COR_330,COR,44957,330,background,other,0.55758953
906,44957_COR_335,COR,44957,335,background,other,0.5374005
907,44957_COR_340,COR,44957,340,background,other,0.5468679
908,44957_COR_345,COR,44957,345,background,other,0.540425
909,44957_COR_350,COR,44957,350,background,other,0.55305654
910,44957_COR_355,COR,44957,355,background,other,0.5430911
911,44957_COR_360,COR,44957,360,background,other,0.53917855
912,44957_COR_365,COR,44957,365,background,other,0.5495503
913,44957_COR_370,COR,44957,370,background,other,0.5425413
914,44957_COR_375,COR,44957,375,background,other,0.5391923
915,44957_COR_380,COR,44957,380,background,other,0.5513161
916,44957_COR_385,COR,44957,385,bobfly1,other,0.55127597
917,44957_COR_390,COR,44957,390,bobfly1,other,0.55975395
918,44957_COR_395,COR,44957,395,bobfly1,other,0.53870755
919,44957_COR_400,COR,44957,400,bobfly1,other,0.51807934
920,44957_COR_405,COR,44957,405,background,other,0.55193126
921,44957_COR_410,COR,44957,410,bobfly1,other,0.5226732
922,44957_COR_415,COR,44957,415,bobfly1,other,0.5238229
923,44957_COR_420,COR,44957,420,bobfly1,other,0.51798624
924,44957_COR_425,COR,44957,425,bobfly1,other,0.55146545
925,44957_COR_430,COR,44957,430,bobfly1,other,0.5178822
926,44957_COR_435,COR,44957,435,bobfly1,other,0.5329465
927,44957_COR_440,COR,44957,440,background,other,0.55082136
928,44957_COR_445,COR,44957,445,background,other,0.55014324
929,44957_COR_450,COR,44957,450,bobfly1,other,0.54654354
930,44957_COR_455,COR,44957,455,bobfly1,other,0.5471364
931,44957_COR_460,COR,44957,460,background,other,0.5343318
932,44957_COR_465,COR,44957,465,bobfly1,other,0.5255322
933,44957_COR_470,COR,44957,470,bobfly1,other,0.52859384
934,44957_COR_475,COR,44957,475,bobfly1,other,0.52482176
935,44957_COR_480,COR,44957,480,bobfly1,other,0.53564006
936,44957_COR_485,COR,44957,485,bobfly1,other,0.5554992
937,44957_COR_490,COR,44957,490,bobfly1,other,0.5559604
938,44957_COR_495,COR,44957,495,bobfly1,other,0.5407238
939,44957_COR_500,COR,44957,500,bobfly1,other,0.54251564
940,44957_COR_505,COR,44957,505,background,other,0.5403051
941,44957_COR_510,COR,44957,510,background,other,0.5409813
942,44957_COR_515,COR,44957,515,background,other,0.5397722
943,44957_COR_520,COR,44957,520,background,other,0.55107975
944,44957_COR_525,COR,44957,525,background,other,0.5439553
945,44957_COR_530,COR,44957,530,background,other,0.54856807
946,44957_COR_535,COR,44957,535,background,other,0.54992193
947,44957_COR_540,COR,44957,540,background,other,0.5519066
948,44957_COR_545,COR,44957,545,background,other,0.5425483
949,44957_COR_550,COR,44957,550,background,other,0.55529404
950,44957_COR_555,COR,44957,555,background,other,0.5571121
951,44957_COR_560,COR,44957,560,background,other,0.5375857
952,44957_COR_565,COR,44957,565,background,other,0.5411076
953,44957_COR_570,COR,44957,570,background,other,0.52776814
954,44957_COR_575,COR,44957,575,brnjay,other,0.47899485
955,44957_COR_580,COR,44957,580,brnjay,other,0.52059716
956,44957_COR_585,COR,44957,585,orcpar,other,0.5456177
957,44957_COR_590,COR,44957,590,bobfly1 orfpar,other,0.5510544
958,44957_COR_595,COR,44957,595,bobfly1,other,0.5444203
959,44957_COR_600,COR,44957,600,bobfly1,other,0.55356514
