,row_id,site,audio_id,seconds,birds,class,predictions
1800,26709_SSW_5,SSW,26709,5,amegfi,other,0.55595505
1801,26709_SSW_10,SSW,26709,10,background,other,0.5417796
1802,26709_SSW_15,SSW,26709,15,background,other,0.5715314
1803,26709_SSW_20,SSW,26709,20,background,other,0.5593085
1804,26709_SSW_25,SSW,26709,25,background,other,0.55269414
1805,26709_SSW_30,SSW,26709,30,background,other,0.54686695
1806,26709_SSW_35,SSW,26709,35,background,other,0.5433266
1807,26709_SSW_40,SSW,26709,40,background,other,0.527744
1808,26709_SSW_45,SSW,26709,45,background,other,0.52757066
1809,26709_SSW_50,SSW,26709,50,background,other,0.53265685
1810,26709_SSW_55,SSW,26709,55,background,other,0.54603237
1811,26709_SSW_60,SSW,26709,60,background,other,0.5312661
1812,26709_SSW_65,SSW,26709,65,background,other,0.5349597
1813,26709_SSW_70,SSW,26709,70,background,other,0.5399497
1814,26709_SSW_75,SSW,26709,75,background,other,0.5091581
1815,26709_SSW_80,SSW,26709,80,background,other,0.5488514
1816,26709_SSW_85,SSW,26709,85,background,other,0.52758676
1817,26709_SSW_90,SSW,26709,90,comyel,other,0.55516183
1818,26709_SSW_95,SSW,26709,95,background,other,0.527098
1819,26709_SSW_100,SSW,26709,100,background,other,0.55250114
1820,26709_SSW_105,SSW,26709,105,comyel,other,0.54884964
1821,26709_SSW_110,SSW,26709,110,comyel,other,0.5406444
1822,26709_SSW_115,SSW,26709,115,background,other,0.54084426
1823,26709_SSW_120,SSW,26709,120,background,other,0.53593796
1824,26709_SSW_125,SSW,26709,125,background,other,0.5587587
1825,26709_SSW_130,SSW,26709,130,background,other,0.55556846
1826,26709_SSW_135,SSW,26709,135,background,other,0.5483025
1827,26709_SSW_140,SSW,26709,140,background,other,0.5430961
1828,26709_SSW_145,SSW,26709,145,background,other,0.5425451
1829,26709_SSW_150,SSW,26709,150,background,other,0.54611355
1830,26709_SSW_155,SSW,26709,155,background,other,0.5388222
1831,26709_SSW_160,SSW,26709,160,background,other,0.5391701
1832,26709_SSW_165,SSW,26709,165,background,other,0.555288
1833,26709_SSW_170,SSW,26709,170,background,other,0.54309756
1834,26709_SSW_175,SSW,26709,175,background,other,0.56080055
1835,26709_SSW_180,SSW,26709,180,background,other,0.5485594
1836,26709_SSW_185,SSW,26709,185,comyel,other,0.557316
1837,26709_SSW_190,SSW,26709,190,background,other,0.5419455
1838,26709_SSW_195,SSW,26709,195,background,other,0.5374861
1839,26709_SSW_200,SSW,26709,200,background,other,0.54881483
1840,26709_SSW_205,SSW,26709,205,background,other,0.5470511
1841,26709_SSW_210,SSW,26709,210,background,other,0.54640245
1842,26709_SSW_215,SSW,26709,215,background,other,0.5230406
