,row_id,site,audio_id,seconds,birds,class,predictions
960,50878_COR_5,COR,50878,5,background,other,0.5416263
961,50878_COR_10,COR,50878,10,background,other,0.5482207
962,50878_COR_15,COR,50878,15,background,other,0.5313195
963,50878_COR_20,COR,50878,20,background,other,0.530078
964,50878_COR_25,COR,50878,25,background,other,0.52493584
965,50878_COR_30,COR,50878,30,background,other,0.53567785
966,50878_COR_35,COR,50878,35,background,other,0.53636795
967,50878_COR_40,COR,50878,40,background,other,0.5163973
968,50878_COR_45,COR,50878,45,background,other,0.52203435
969,50878_COR_50,COR,50878,50,background,other,0.54058886
970,50878_COR_55,COR,50878,55,background,other,0.5463271
971,50878_COR_60,COR,50878,60,background,other,0.55354875
972,50878_COR_65,COR,50878,65,background,other,0.5454235
973,50878_COR_70,COR,50878,70,background,other,0.5333502
974,50878_COR_75,COR,50878,75,background,other,0.55947864
975,50878_COR_80,COR,50878,80,background,other,0.5363767
976,50878_COR_85,COR,50878,85,background,other,0.52326745
977,50878_COR_90,COR,50878,90,background,other,0.5125912
978,50878_COR_95,COR,50878,95,background,other,0.53952587
979,50878_COR_100,COR,50878,100,background,other,0.5341125
980,50878_COR_105,COR,50878,105,background,other,0.53520477
981,50878_COR_110,COR,50878,110,background,other,0.52330863
982,50878_COR_115,COR,50878,115,background,other,0.4860761
983,50878_COR_120,COR,50878,120,background,other,0.48890337
984,50878_COR_125,COR,50878,125,background,other,0.5257016
985,50878_COR_130,COR,50878,130,background,other,0.5437536
986,50878_COR_135,COR,50878,135,background,other,0.5392187
987,50878_COR_140,COR,50878,140,background,other,0.5385546
988,50878_COR_145,COR,50878,145,background,other,0.5434146
989,50878_COR_150,COR,50878,150,background,other,0.5334171
990,50878_COR_155,COR,50878,155,background,other,0.52115566
991,50878_COR_160,COR,50878,160,background,other,0.53635967
992,50878_COR_165,COR,50878,165,background,other,0.52895975
993,50878_COR_170,COR,50878,170,background,other,0.55162805
994,50878_COR_175,COR,50878,175,background,other,0.54059166
995,50878_COR_180,COR,50878,180,background,other,0.51283824
996,50878_COR_185,COR,50878,185,background,other,0.5422937
997,50878_COR_190,COR,50878,190,background,other,0.5365305
998,50878_COR_195,COR,50878,195,background,other,0.55289984
999,50878_COR_200,COR,50878,200,background,other,0.5529527
1000,50878_COR_205,COR,50878,205,background,other,0.5396955
1001,50878_COR_210,COR,50878,210,background,other,0.53747636
1002,50878_COR_215,COR,50878,215,background,other,0.547052
1003,50878_COR_220,COR,50878,220,background,other,0.5512845
1004,50878_COR_225,COR,50878,225,background,other,0.54496086
1005,50878_COR_230,COR,50878,230,background,other,0.5436495
1006,50878_COR_235,COR,50878,235,background,other,0.5536365
1007,50878_COR_240,COR,50878,240,background,other,0.5475396
1008,50878_COR_245,COR,50878,245,background,other,0.546625
1009,50878_COR_250,COR,50878,250,background,other,0.54568136
1010,50878_COR_255,COR,50878,255,background,other,0.535689
1011,50878_COR_260,COR,50878,260,background,other,0.55838263
1012,50878_COR_265,COR,50878,265,background,other,0.54506236
1013,50878_COR_270,COR,50878,270,background,other,0.5486552
1014,50878_COR_275,COR,50878,275,background,other,0.5394793
